"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"18802",2002,"AK","Total Electric Power Industry","Total",6767325
"18803",2002,"AK","Total Electric Power Industry","Coal",575288
"18804",2002,"AK","Total Electric Power Industry","Hydro",1439351
"18805",2002,"AK","Total Electric Power Industry","Natural Gas",3778162
"18807",2002,"AK","Total Electric Power Industry","Petroleum",962369
"18808",2002,"AK","Total Electric Power Industry","Wood",1031
"18809",2002,"AK","Electric Generators, Independent Power Producers","Total",0
"18810",2002,"AK","Electric Generators, Independent Power Producers","Natural Gas",0
"18811",2002,"AK","Electric Generators, Electric Utilities","Total",5471990
"18812",2002,"AK","Electric Generators, Electric Utilities","Coal",204490
"18813",2002,"AK","Electric Generators, Electric Utilities","Hydro",1439351
"18814",2002,"AK","Electric Generators, Electric Utilities","Natural Gas",2952996
"18815",2002,"AK","Electric Generators, Electric Utilities","Petroleum",875153
"18816",2002,"AK","Combined Heat and Power, Industrial Power","Total",895356
"18817",2002,"AK","Combined Heat and Power, Industrial Power","Natural Gas",825166
"18819",2002,"AK","Combined Heat and Power, Industrial Power","Petroleum",59066
"18820",2002,"AK","Combined Heat and Power, Electric Power","Total",243668
"18821",2002,"AK","Combined Heat and Power, Electric Power","Coal",240932
"18822",2002,"AK","Combined Heat and Power, Electric Power","Petroleum",1705
"18823",2002,"AK","Combined Heat and Power, Electric Power","Wood",1031
"18824",2002,"AK","Combined Heat and Power, Commercial Power","Total",156311
"18825",2002,"AK","Combined Heat and Power, Commercial Power","Coal",129866
"18826",2002,"AK","Combined Heat and Power, Commercial Power","Petroleum",26445
"18827",2002,"AL","Total Electric Power Industry","Total",132920670
"18828",2002,"AL","Total Electric Power Industry","Coal",72041664
"18829",2002,"AL","Total Electric Power Industry","Hydro",8824787
"18830",2002,"AL","Total Electric Power Industry","Natural Gas",15904065
"18831",2002,"AL","Total Electric Power Industry","Nuclear",31856926
"18835",2002,"AL","Total Electric Power Industry","Petroleum",312048
"18836",2002,"AL","Total Electric Power Industry","Wood",3727493
"18837",2002,"AL","Electric Generators, Independent Power Producers","Total",2357413
"18838",2002,"AL","Electric Generators, Independent Power Producers","Natural Gas",2335265
"18839",2002,"AL","Electric Generators, Independent Power Producers","Petroleum",22148
"18840",2002,"AL","Electric Generators, Electric Utilities","Total",123739223
"18841",2002,"AL","Electric Generators, Electric Utilities","Coal",71630811
"18842",2002,"AL","Electric Generators, Electric Utilities","Hydro",8824787
"18843",2002,"AL","Electric Generators, Electric Utilities","Natural Gas",11242320
"18844",2002,"AL","Electric Generators, Electric Utilities","Nuclear",31856926
"18845",2002,"AL","Electric Generators, Electric Utilities","Petroleum",184379
"18846",2002,"AL","Combined Heat and Power, Industrial Power","Total",5365176
"18847",2002,"AL","Combined Heat and Power, Industrial Power","Coal",192434
"18848",2002,"AL","Combined Heat and Power, Industrial Power","Natural Gas",1414055
"18852",2002,"AL","Combined Heat and Power, Industrial Power","Petroleum",105086
